Round,Player,Hand,Score,Dealer Card,Dealer Score,Result,Reason
10600,5,K J,20,Q,26,1,Dealer Bust
10601,1,Q 7,17,2,17,3,Tie with Dealer
10601,2,2 5 8 7,22,2,17,2,Bust
10601,3,10 10,20,2,17,1,Higher Score than Dealer
10601,4,8 7 J,25,2,17,2,Bust
10601,5,6 J Q,26,2,17,2,Bust
10602,1,5 J 10,25,7,22,2,Bust
10602,2,5 A 3,19,7,22,1,Dealer Bust
10602,3,2 A 9 2 5,19,7,22,1,Dealer Bust
10602,4,6 3 A,20,7,22,1,Dealer Bust
10602,5,4 J 9,23,7,22,2,Bust
10603,1,K 8,18,6,26,1,Dealer Bust
10603,2,J K,20,6,26,1,Dealer Bust
10603,3,J 6 3,19,6,26,1,Dealer Bust
10603,4,5 J 4,19,6,26,1,Dealer Bust
10603,5,J 3 4,17,6,26,1,Dealer Bust
10604,1,Q J,20,4,24,1,Dealer Bust
10604,2,3 A 9 2 K,25,4,24,2,Bust
10604,3,A 4 J Q,25,4,24,2,Bust
10604,4,5 6 J,21,4,24,1,Dealer Bust
10604,5,8 J,18,4,24,1,Dealer Bust
10605,1,2 8 6 9,25,2,22,2,Bust
10605,2,4 A J K,25,2,22,2,Bust
10605,3,5 4 9,18,2,22,1,Dealer Bust
10605,4,A 2 J 7,20,2,22,1,Dealer Bust
10605,5,10 K,20,2,22,1,Dealer Bust
10606,1,5 J K,25,10,17,2,Bust
10606,2,2 9 J,21,10,17,1,Higher Score than Dealer
10606,3,10 K,20,10,17,1,Higher Score than Dealer
10606,4,9 5 7,21,10,17,1,Higher Score than Dealer
10606,5,8 9,17,10,17,3,Tie with Dealer
10607,1,7 7 10,24,Q,20,2,Bust
10607,2,A A 3 6,21,Q,20,1,Higher Score than Dealer
10607,3,6 9 2,17,Q,20,2,Lost to Dealer
10607,4,J 6 10,26,Q,20,2,Bust
10607,5,J 8,18,Q,20,2,Lost to Dealer
10608,1,4 6 5 7,22,A,17,2,Bust
10608,2,7 9 2,18,A,17,1,Higher Score than Dealer
10608,3,7 6 5,18,A,17,1,Higher Score than Dealer
10608,4,7 2 9,18,A,17,1,Higher Score than Dealer
10608,5,A 7,18,A,17,1,Higher Score than Dealer
10609,1,Q A,21,2,17,1,Higher Score than Dealer
10609,2,7 10,17,2,17,3,Tie with Dealer
10609,3,4 7 J,21,2,17,1,Higher Score than Dealer
10609,4,3 2 2 3 Q,20,2,17,1,Higher Score than Dealer
10609,5,7 5 2 7,21,2,17,1,Higher Score than Dealer
10610,1,Q 7,17,J,22,1,Dealer Bust
10610,2,10 Q,20,J,22,1,Dealer Bust
10610,3,J 5 Q,25,J,22,2,Bust
10610,4,J 9,19,J,22,1,Dealer Bust
10610,5,6 6 A 10,23,J,22,2,Bust
10611,1,5 A 6 J,22,K,20,2,Bust
10611,2,8 6 5,19,K,20,2,Lost to Dealer
10611,3,7 2 5 9,23,K,20,2,Bust
10611,4,9 7 A 3,20,K,20,3,Tie with Dealer
10611,5,9 9,18,K,20,2,Lost to Dealer
10612,1,9 8,17,7,21,2,Lost to Dealer
10612,2,Q K,20,7,21,2,Lost to Dealer
10612,3,K 2 3 K,25,7,21,2,Bust
10612,4,6 A 7 8,22,7,21,2,Bust
10612,5,9 J,19,7,21,2,Lost to Dealer
10613,1,J 6 8,24,9,26,2,Bust
10613,2,Q 5 J,25,9,26,2,Bust
10613,3,10 2 Q,22,9,26,2,Bust
10613,4,8 K,18,9,26,1,Dealer Bust
10613,5,4 9 K,23,9,26,2,Bust
10614,1,9 10,19,8,18,1,Higher Score than Dealer
10614,2,7 K,17,8,18,2,Lost to Dealer
10614,3,8 9,17,8,18,2,Lost to Dealer
10614,4,4 8 Q,22,8,18,2,Bust
10614,5,7 6 9,22,8,18,2,Bust
10615,1,3 Q K,23,Q,20,2,Bust
10615,2,K A,21,Q,20,1,Higher Score than Dealer
10615,3,10 K,20,Q,20,3,Tie with Dealer
10615,4,8 8 K,26,Q,20,2,Bust
10615,5,2 5 8 2,17,Q,20,2,Lost to Dealer
10616,1,5 6 J,21,6,22,1,Dealer Bust
10616,2,3 3 Q 10,26,6,22,2,Bust
10616,3,2 7 A,20,6,22,1,Dealer Bust
10616,4,J 6 7,23,6,22,2,Bust
10616,5,3 Q 2 8,23,6,22,2,Bust
10617,1,5 3 A,19,8,18,1,Higher Score than Dealer
10617,2,7 2 5 2 K,26,8,18,2,Bust
10617,3,7 5 6,18,8,18,3,Tie with Dealer
10617,4,8 3 K,21,8,18,1,Higher Score than Dealer
10617,5,9 6 9,24,8,18,2,Bust
10618,1,5 Q A Q,26,Q,19,2,Bust
10618,2,8 A,19,Q,19,3,Tie with Dealer
10618,3,5 6 3 6,20,Q,19,1,Higher Score than Dealer
10618,4,A 8,19,Q,19,3,Tie with Dealer
10618,5,7 7 2 9,25,Q,19,2,Bust
10619,1,3 5 5 8,21,7,23,1,Dealer Bust
10619,2,4 9 4,17,7,23,1,Dealer Bust
10619,3,2 6 J,18,7,23,1,Dealer Bust
10619,4,J Q,20,7,23,1,Dealer Bust
10619,5,A 2 5,18,7,23,1,Dealer Bust
10620,1,3 K 6,19,J,20,2,Lost to Dealer
10620,2,J 4 6,20,J,20,3,Tie with Dealer
10620,3,A 7,18,J,20,2,Lost to Dealer
10620,4,4 10 Q,24,J,20,2,Bust
10620,5,Q 8,18,J,20,2,Lost to Dealer
10621,1,2 8 3 2 Q,25,3,19,2,Bust
10621,2,9 J,19,3,19,3,Tie with Dealer
10621,3,8 4 A 8,21,3,19,1,Higher Score than Dealer
10621,4,10 Q,20,3,19,1,Higher Score than Dealer
10621,5,7 5 5,17,3,19,2,Lost to Dealer
10622,1,Q 9,19,5,18,1,Higher Score than Dealer
10622,2,3 J J,23,5,18,2,Bust
10622,3,J 5 K,25,5,18,2,Bust
10622,4,5 4 K,19,5,18,1,Higher Score than Dealer
10622,5,8 6 A A 7,23,5,18,2,Bust
10623,1,A 9,20,10,17,1,Higher Score than Dealer
10623,2,10 5 8,23,10,17,2,Bust
10623,3,A 6 2,19,10,17,1,Higher Score than Dealer
10623,4,Q K,20,10,17,1,Higher Score than Dealer
10623,5,7 K,17,10,17,3,Tie with Dealer
10624,1,10 3 K,23,7,20,2,Bust
10624,2,5 6 Q,21,7,20,1,Higher Score than Dealer
10624,3,6 Q 10,26,7,20,2,Bust
10624,4,4 3 9 8,24,7,20,2,Bust
10624,5,J 5 4,19,7,20,2,Lost to Dealer
10625,1,6 A 10 9,26,K,20,2,Bust
10625,2,2 A 10 10,23,K,20,2,Bust
10625,3,J A,21,K,20,1,Higher Score than Dealer
10625,4,10 6 2,18,K,20,2,Lost to Dealer
10625,5,A 9,20,K,20,3,Tie with Dealer
10626,1,Q 4 J,24,7,19,2,Bust
10626,2,3 A Q 2 9,25,7,19,2,Bust
10626,3,2 6 A,19,7,19,3,Tie with Dealer
10626,4,8 5 Q,23,7,19,2,Bust
10626,5,2 K 3 6,21,7,19,1,Higher Score than Dealer
10627,1,4 7 9,20,7,18,1,Higher Score than Dealer
10627,2,Q 2 10,22,7,18,2,Bust
10627,3,5 6 7,18,7,18,3,Tie with Dealer
10627,4,10 J,20,7,18,1,Higher Score than Dealer
10627,5,K K,20,7,18,1,Higher Score than Dealer
10628,1,7 4 K,21,3,19,1,Higher Score than Dealer
10628,2,10 A,21,3,19,1,Higher Score than Dealer
10628,3,7 Q,17,3,19,2,Lost to Dealer
10628,4,A 7,18,3,19,2,Lost to Dealer
10628,5,Q 6 J,26,3,19,2,Bust
10629,1,K J,20,J,20,3,Tie with Dealer
10629,2,10 9,19,J,20,2,Lost to Dealer
10629,3,K J,20,J,20,3,Tie with Dealer
10629,4,5 9 7,21,J,20,1,Higher Score than Dealer
10629,5,A 5 9 10,25,J,20,2,Bust
10630,1,5 4 9,18,J,20,2,Lost to Dealer
10630,2,10 2 2 9,23,J,20,2,Bust
10630,3,10 8,18,J,20,2,Lost to Dealer
10630,4,10 A,21,J,20,1,Higher Score than Dealer
10630,5,K A,21,J,20,1,Higher Score than Dealer
10631,1,3 6 5 J,24,Q,20,2,Bust
10631,2,Q K,20,Q,20,3,Tie with Dealer
10631,3,10 J,20,Q,20,3,Tie with Dealer
10631,4,8 10,18,Q,20,2,Lost to Dealer
10631,5,5 3 9,17,Q,20,2,Lost to Dealer
10632,1,8 J,18,J,19,2,Lost to Dealer
10632,2,K 4 K,24,J,19,2,Bust
10632,3,10 7,17,J,19,2,Lost to Dealer
10632,4,4 4 4 3 2,17,J,19,2,Lost to Dealer
10632,5,2 Q Q,22,J,19,2,Bust
10633,1,8 7 J,25,7,17,2,Bust
10633,2,8 5 4,17,7,17,3,Tie with Dealer
10633,3,8 10,18,7,17,1,Higher Score than Dealer
10633,4,J K,20,7,17,1,Higher Score than Dealer
10633,5,K K,20,7,17,1,Higher Score than Dealer
10634,1,5 4 8,17,9,20,2,Lost to Dealer
10634,2,6 3 5 2 2,18,9,20,2,Lost to Dealer
10634,3,J Q,20,9,20,3,Tie with Dealer
10634,4,2 4 K 7,23,9,20,2,Bust
10634,5,A A 5 J 5,22,9,20,2,Bust
10635,1,K 4 J,24,8,25,2,Bust
10635,2,9 7 8,24,8,25,2,Bust
10635,3,A 7,18,8,25,1,Dealer Bust
10635,4,3 2 A 9 9,24,8,25,2,Bust
10635,5,8 A,19,8,25,1,Dealer Bust
10636,1,K 6 9,25,2,18,2,Bust
10636,2,4 3 10,17,2,18,2,Lost to Dealer
10636,3,J 3 J,23,2,18,2,Bust
10636,4,4 A 8 J,23,2,18,2,Bust
10636,5,7 J,17,2,18,2,Lost to Dealer
10637,1,K 10,20,4,17,1,Higher Score than Dealer
10637,2,3 9 7,19,4,17,1,Higher Score than Dealer
10637,3,3 5 Q,18,4,17,1,Higher Score than Dealer
10637,4,8 3 2 A K,24,4,17,2,Bust
10637,5,7 A,18,4,17,1,Higher Score than Dealer
10638,1,7 Q,17,K,17,3,Tie with Dealer
10638,2,6 K 2,18,K,17,1,Higher Score than Dealer
10638,3,5 4 8,17,K,17,3,Tie with Dealer
10638,4,A A 10 10,22,K,17,2,Bust
10638,5,3 9 J,22,K,17,2,Bust
10639,1,6 3 10,19,9,24,1,Dealer Bust
10639,2,K J,20,9,24,1,Dealer Bust
10639,3,7 3 2 4 Q,26,9,24,2,Bust
10639,4,8 3 6,17,9,24,1,Dealer Bust
10639,5,6 K 4,20,9,24,1,Dealer Bust
10640,1,5 8 A Q,24,Q,20,2,Bust
10640,2,6 3 2 10,21,Q,20,1,Higher Score than Dealer
10640,3,K 4 4,18,Q,20,2,Lost to Dealer
10640,4,5 7 J,22,Q,20,2,Bust
10640,5,K 5 3,18,Q,20,2,Lost to Dealer
10641,1,A 10,21,6,21,3,Tie with Dealer
10641,2,9 3 2 10,24,6,21,2,Bust
10641,3,A 10,21,6,21,3,Tie with Dealer
10641,4,7 10,17,6,21,2,Lost to Dealer
10641,5,2 5 9 4,20,6,21,2,Lost to Dealer
10642,1,7 4 A 10,22,10,23,2,Bust
10642,2,8 7 8,23,10,23,2,Bust
10642,3,K 6 6,22,10,23,2,Bust
10642,4,9 3 8,20,10,23,1,Dealer Bust
10642,5,K 7,17,10,23,1,Dealer Bust
10643,1,Q 2 10,22,7,17,2,Bust
10643,2,4 8 Q,22,7,17,2,Bust
10643,3,9 4 8,21,7,17,1,Higher Score than Dealer
10643,4,10 5 Q,25,7,17,2,Bust
10643,5,J 8,18,7,17,1,Higher Score than Dealer
10644,1,2 2 K K,24,3,18,2,Bust
10644,2,6 10 8,24,3,18,2,Bust
10644,3,8 5 9,22,3,18,2,Bust
10644,4,3 J 5,18,3,18,3,Tie with Dealer
10644,5,J 8,18,3,18,3,Tie with Dealer
10645,1,K 2 2 10,24,7,17,2,Bust
10645,2,10 10,20,7,17,1,Higher Score than Dealer
10645,3,J 5 3,18,7,17,1,Higher Score than Dealer
10645,4,9 7 8,24,7,17,2,Bust
10645,5,3 8 3 K,24,7,17,2,Bust
10646,1,K 8,18,3,23,1,Dealer Bust
10646,2,3 A Q 2 10,26,3,23,2,Bust
10646,3,10 9,19,3,23,1,Dealer Bust
10646,4,2 J 4 8,24,3,23,2,Bust
10646,5,A K,21,3,23,1,Dealer Bust
10647,1,2 9 K,21,5,20,1,Higher Score than Dealer
10647,2,2 2 K K,24,5,20,2,Bust
10647,3,Q 7,17,5,20,2,Lost to Dealer
10647,4,Q 9,19,5,20,2,Lost to Dealer
10647,5,4 Q 8,22,5,20,2,Bust
10648,1,7 9 10,26,9,24,2,Bust
10648,2,Q 9,19,9,24,1,Dealer Bust
10648,3,10 Q,20,9,24,1,Dealer Bust
10648,4,6 3 9,18,9,24,1,Dealer Bust
10648,5,4 8 Q,22,9,24,2,Bust
10649,1,4 J Q,24,5,24,2,Bust
10649,2,2 4 7 3 K,26,5,24,2,Bust
10649,3,7 Q,17,5,24,1,Dealer Bust
10649,4,Q 8,18,5,24,1,Dealer Bust
10649,5,9 6 10,25,5,24,2,Bust
10650,1,A 4 8 A A 3,18,2,19,2,Lost to Dealer
10650,2,J Q,20,2,19,1,Higher Score than Dealer
10650,3,4 7 8,19,2,19,3,Tie with Dealer
10650,4,3 4 A,18,2,19,2,Lost to Dealer
10650,5,K 6 K,26,2,19,2,Bust
10651,1,A K,21,7,23,1,Dealer Bust
10651,2,5 4 8,17,7,23,1,Dealer Bust
10651,3,Q 4 J,24,7,23,2,Bust
10651,4,5 6 6,17,7,23,1,Dealer Bust
10651,5,9 6 2,17,7,23,1,Dealer Bust
10652,1,10 Q,20,3,17,1,Higher Score than Dealer
10652,2,8 Q,18,3,17,1,Higher Score than Dealer
10652,3,7 10,17,3,17,3,Tie with Dealer
10652,4,10 3 6,19,3,17,1,Higher Score than Dealer
10652,5,J K,20,3,17,1,Higher Score than Dealer
10653,1,Q 9,19,J,21,2,Lost to Dealer
10653,2,9 K,19,J,21,2,Lost to Dealer
10653,3,K 5 6,21,J,21,3,Tie with Dealer
10653,4,7 4 4 2,17,J,21,2,Lost to Dealer
10653,5,9 A,20,J,21,2,Lost to Dealer
10654,1,9 9,18,6,22,1,Dealer Bust
10654,2,10 8,18,6,22,1,Dealer Bust
10654,3,A 8,19,6,22,1,Dealer Bust
10654,4,7 Q,17,6,22,1,Dealer Bust
10654,5,6 8 8,22,6,22,2,Bust
10655,1,K 10,20,6,20,3,Tie with Dealer
10655,2,2 9 6,17,6,20,2,Lost to Dealer
10655,3,7 3 K,20,6,20,3,Tie with Dealer
10655,4,4 2 9 3,18,6,20,2,Lost to Dealer
10655,5,9 J,19,6,20,2,Lost to Dealer
10656,1,K 9,19,10,20,2,Lost to Dealer
10656,2,4 8 10,22,10,20,2,Bust
10656,3,3 K 2 J,25,10,20,2,Bust
10656,4,4 Q 4,18,10,20,2,Lost to Dealer
10656,5,4 7 7,18,10,20,2,Lost to Dealer
10657,1,10 J,20,3,18,1,Higher Score than Dealer
10657,2,6 9 4,19,3,18,1,Higher Score than Dealer
10657,3,9 10,19,3,18,1,Higher Score than Dealer
10657,4,K 7,17,3,18,2,Lost to Dealer
10657,5,8 8 6,22,3,18,2,Bust
10658,1,A 6 K 2,19,J,21,2,Lost to Dealer
10658,2,J Q,20,J,21,2,Lost to Dealer
10658,3,8 9,17,J,21,2,Lost to Dealer
10658,4,5 7 3 K,25,J,21,2,Bust
10658,5,A K,21,J,21,3,Tie with Dealer
10659,1,4 Q 8,22,9,20,2,Bust
10659,2,3 5 10,18,9,20,2,Lost to Dealer
10659,3,2 10 4 2,18,9,20,2,Lost to Dealer
10659,4,6 7 7,20,9,20,3,Tie with Dealer
10659,5,2 7 6 2,17,9,20,2,Lost to Dealer
10660,1,2 5 6 A 3 4,21,K,20,1,Higher Score than Dealer
10660,2,3 9 2 3,17,K,20,2,Lost to Dealer
10660,3,J 2 8,20,K,20,3,Tie with Dealer
10660,4,J 2 3 J,25,K,20,2,Bust
10660,5,Q 9,19,K,20,2,Lost to Dealer
10661,1,5 2 10,17,K,19,2,Lost to Dealer
10661,2,A A 5 10 A,18,K,19,2,Lost to Dealer
10661,3,J 4 8,22,K,19,2,Bust
10661,4,7 K,17,K,19,2,Lost to Dealer
10661,5,Q 2 J,22,K,19,2,Bust
10662,1,K K,20,2,17,1,Higher Score than Dealer
10662,2,K 9,19,2,17,1,Higher Score than Dealer
10662,3,2 J 9,21,2,17,1,Higher Score than Dealer
10662,4,K 10,20,2,17,1,Higher Score than Dealer
10662,5,6 A,17,2,17,3,Tie with Dealer
10663,1,10 K,20,9,21,2,Lost to Dealer
10663,2,7 K,17,9,21,2,Lost to Dealer
10663,3,8 10,18,9,21,2,Lost to Dealer
10663,4,5 K J,25,9,21,2,Bust
10663,5,8 A,19,9,21,2,Lost to Dealer
10664,1,10 J,20,4,17,1,Higher Score than Dealer
10664,2,Q 6 3,19,4,17,1,Higher Score than Dealer
10664,3,J 4 4,18,4,17,1,Higher Score than Dealer
10664,4,7 8 A 7,23,4,17,2,Bust
10664,5,10 2 3 K,25,4,17,2,Bust
10665,1,6 2 5 7,20,2,22,1,Dealer Bust
10665,2,8 A,19,2,22,1,Dealer Bust
10665,3,A 3 10 9,23,2,22,2,Bust
10665,4,2 J 8,20,2,22,1,Dealer Bust
10665,5,9 Q,19,2,22,1,Dealer Bust
10666,1,3 3 6 6,18,5,17,1,Higher Score than Dealer
10666,2,3 A K K,24,5,17,2,Bust
10666,3,A 3 J 3,17,5,17,3,Tie with Dealer
10666,4,5 Q 7,22,5,17,2,Bust
10666,5,2 9 9,20,5,17,1,Higher Score than Dealer
10667,1,6 8 Q,24,5,21,2,Bust
10667,2,K Q,20,5,21,2,Lost to Dealer
10667,3,3 2 7 6,18,5,21,2,Lost to Dealer
10667,4,4 4 K,18,5,21,2,Lost to Dealer
10667,5,3 3 6 10,22,5,21,2,Bust
10668,1,5 J 7,22,K,17,2,Bust
10668,2,8 9,17,K,17,3,Tie with Dealer
10668,3,A 8,19,K,17,1,Higher Score than Dealer
10668,4,6 J 7,23,K,17,2,Bust
10668,5,9 Q,19,K,17,1,Higher Score than Dealer
10669,1,7 7 K,24,2,18,2,Bust
10669,2,Q 9,19,2,18,1,Higher Score than Dealer
10669,3,2 Q 9,21,2,18,1,Higher Score than Dealer
10669,4,4 A 5,20,2,18,1,Higher Score than Dealer
10669,5,2 8 4 4,18,2,18,3,Tie with Dealer
10670,1,J A,21,10,20,1,Higher Score than Dealer
10670,2,9 J,19,10,20,2,Lost to Dealer
10670,3,K 4 3,17,10,20,2,Lost to Dealer
10670,4,J 7,17,10,20,2,Lost to Dealer
10670,5,10 K,20,10,20,3,Tie with Dealer
10671,1,Q 6 5,21,Q,17,1,Higher Score than Dealer
10671,2,2 4 2 J,18,Q,17,1,Higher Score than Dealer
10671,3,2 6 6 3,17,Q,17,3,Tie with Dealer
10671,4,2 6 5 5,18,Q,17,1,Higher Score than Dealer
10671,5,3 9 10,22,Q,17,2,Bust
10672,1,Q 9,19,Q,20,2,Lost to Dealer
10672,2,10 J,20,Q,20,3,Tie with Dealer
10672,3,K 5 4,19,Q,20,2,Lost to Dealer
10672,4,2 J 4 A A,18,Q,20,2,Lost to Dealer
10672,5,J 4 6,20,Q,20,3,Tie with Dealer
10673,1,K A,21,10,19,1,Higher Score than Dealer
10673,2,3 6 A,20,10,19,1,Higher Score than Dealer
10673,3,10 3 J,23,10,19,2,Bust
10673,4,4 9 A 2 Q,26,10,19,2,Bust
10673,5,5 7 8,20,10,19,1,Higher Score than Dealer
10674,1,A 2 A 6,20,10,17,1,Higher Score than Dealer
10674,2,K 4 3,17,10,17,3,Tie with Dealer
10674,3,J 8,18,10,17,1,Higher Score than Dealer
10674,4,Q 5 6,21,10,17,1,Higher Score than Dealer
10674,5,9 J,19,10,17,1,Higher Score than Dealer
10675,1,10 K,20,J,20,3,Tie with Dealer
10675,2,K 10,20,J,20,3,Tie with Dealer
10675,3,10 K,20,J,20,3,Tie with Dealer
10675,4,9 4 K,23,J,20,2,Bust
10675,5,3 8 9,20,J,20,3,Tie with Dealer
10676,1,Q 10,20,8,24,1,Dealer Bust
10676,2,10 4 Q,24,8,24,2,Bust
10676,3,A 10,21,8,24,1,Dealer Bust
10676,4,A 6 4,21,8,24,1,Dealer Bust
10676,5,6 Q A 6,23,8,24,2,Bust
10677,1,5 K K,25,4,21,2,Bust
10677,2,A 5 5,21,4,21,3,Tie with Dealer
10677,3,2 9 K,21,4,21,3,Tie with Dealer
10677,4,6 K K,26,4,21,2,Bust
10677,5,A A 9,21,4,21,3,Tie with Dealer
10678,1,4 K 6,20,2,26,1,Dealer Bust
10678,2,7 6 2 Q,25,2,26,2,Bust
10678,3,10 8,18,2,26,1,Dealer Bust
10678,4,7 3 4 3,17,2,26,1,Dealer Bust
10678,5,8 A,19,2,26,1,Dealer Bust
10679,1,5 2 7 9,23,3,20,2,Bust
10679,2,5 A 8 6,20,3,20,3,Tie with Dealer
10679,3,3 K K,23,3,20,2,Bust
10679,4,Q 3 6,19,3,20,2,Lost to Dealer
10679,5,3 4 7 3,17,3,20,2,Lost to Dealer
10680,1,K 6 8,24,4,18,2,Bust
10680,2,J 4 4,18,4,18,3,Tie with Dealer
10680,3,6 8 10,24,4,18,2,Bust
10680,4,J K,20,4,18,1,Higher Score than Dealer
10680,5,5 4 K,19,4,18,1,Higher Score than Dealer
10681,1,4 4 5 J,23,7,24,2,Bust
10681,2,K 3 J,23,7,24,2,Bust
10681,3,J 5 3,18,7,24,1,Dealer Bust
10681,4,A 5 J 6,22,7,24,2,Bust
10681,5,9 J,19,7,24,1,Dealer Bust
10682,1,9 A,20,J,21,2,Lost to Dealer
10682,2,4 9 9,22,J,21,2,Bust
10682,3,7 A,18,J,21,2,Lost to Dealer
10682,4,J K,20,J,21,2,Lost to Dealer
10682,5,Q Q,20,J,21,2,Lost to Dealer
10683,1,A 5 8 3,17,4,17,3,Tie with Dealer
10683,2,Q 2 Q,22,4,17,2,Bust
10683,3,4 A 7 J,22,4,17,2,Bust
10683,4,5 A 6 4 5,21,4,17,1,Higher Score than Dealer
10683,5,5 4 6 9,24,4,17,2,Bust
10684,1,10 5 9,24,6,17,2,Bust
10684,2,Q 3 2 4,19,6,17,1,Higher Score than Dealer
10684,3,A 3 5,19,6,17,1,Higher Score than Dealer
10684,4,A 4 9 3,17,6,17,3,Tie with Dealer
10684,5,7 J,17,6,17,3,Tie with Dealer
10685,1,4 A A A 7 8,22,7,24,2,Bust
10685,2,3 A J Q,24,7,24,2,Bust
10685,3,3 K K,23,7,24,2,Bust
10685,4,3 6 2 K,21,7,24,1,Dealer Bust
10685,5,8 9,17,7,24,1,Dealer Bust
10686,1,2 7 K,19,Q,21,2,Lost to Dealer
10686,2,J J,20,Q,21,2,Lost to Dealer
10686,3,7 9 7,23,Q,21,2,Bust
10686,4,Q 5 3,18,Q,21,2,Lost to Dealer
10686,5,2 7 J,19,Q,21,2,Lost to Dealer
10687,1,5 4 7 9,25,9,19,2,Bust
10687,2,10 7,17,9,19,2,Lost to Dealer
10687,3,6 2 7 10,25,9,19,2,Bust
10687,4,7 10,17,9,19,2,Lost to Dealer
10687,5,K 4 A 4,19,9,19,3,Tie with Dealer
10688,1,6 J 4,20,3,17,1,Higher Score than Dealer
10688,2,6 9 A 6,22,3,17,2,Bust
10688,3,9 2 A 5,17,3,17,3,Tie with Dealer
10688,4,5 5 6 K,26,3,17,2,Bust
10688,5,2 7 4 K,23,3,17,2,Bust
10689,1,K 8,18,3,23,1,Dealer Bust
10689,2,4 10 5,19,3,23,1,Dealer Bust
10689,3,9 5 6,20,3,23,1,Dealer Bust
10689,4,J A,21,3,23,1,Dealer Bust
10689,5,7 9 K,26,3,23,2,Bust
10690,1,10 K,20,5,20,3,Tie with Dealer
10690,2,Q 2 4 A,17,5,20,2,Lost to Dealer
10690,3,9 K,19,5,20,2,Lost to Dealer
10690,4,8 10,18,5,20,2,Lost to Dealer
10690,5,7 K,17,5,20,2,Lost to Dealer
10691,1,6 4 4 5,19,J,20,2,Lost to Dealer
10691,2,K 9,19,J,20,2,Lost to Dealer
10691,3,K 3 6,19,J,20,2,Lost to Dealer
10691,4,4 7 8,19,J,20,2,Lost to Dealer
10691,5,9 J,19,J,20,2,Lost to Dealer
10692,1,5 Q Q,25,8,17,2,Bust
10692,2,6 J Q,26,8,17,2,Bust
10692,3,A 4 8 A 7,21,8,17,1,Higher Score than Dealer
10692,4,10 A,21,8,17,1,Higher Score than Dealer
10692,5,J Q,20,8,17,1,Higher Score than Dealer
10693,1,10 Q,20,2,24,1,Dealer Bust
10693,2,2 4 3 8,17,2,24,1,Dealer Bust
10693,3,8 7 J,25,2,24,2,Bust
10693,4,10 5 2,17,2,24,1,Dealer Bust
10693,5,J 2 10,22,2,24,2,Bust
10694,1,6 6 K,22,9,19,2,Bust
10694,2,5 K 4,19,9,19,3,Tie with Dealer
10694,3,A 5 2,18,9,19,2,Lost to Dealer
10694,4,K 8,18,9,19,2,Lost to Dealer
10694,5,10 5 J,25,9,19,2,Bust
10695,1,K 9,19,9,17,1,Higher Score than Dealer
10695,2,2 4 7 6,19,9,17,1,Higher Score than Dealer
10695,3,A 5 2,18,9,17,1,Higher Score than Dealer
10695,4,J A,21,9,17,1,Higher Score than Dealer
10695,5,8 5 7,20,9,17,1,Higher Score than Dealer
10696,1,10 2 J,22,9,26,2,Bust
10696,2,A J,21,9,26,1,Dealer Bust
10696,3,3 9 J,22,9,26,2,Bust
10696,4,7 J,17,9,26,1,Dealer Bust
10696,5,J 6 J,26,9,26,2,Bust
10697,1,3 3 9 6,21,7,20,1,Higher Score than Dealer
10697,2,4 10 5,19,7,20,2,Lost to Dealer
10697,3,9 Q,19,7,20,2,Lost to Dealer
10697,4,6 5 J,21,7,20,1,Higher Score than Dealer
10697,5,3 7 4 A 9,24,7,20,2,Bust
10698,1,K 9,19,5,24,1,Dealer Bust
10698,2,6 K 7,23,5,24,2,Bust
10698,3,7 4 8,19,5,24,1,Dealer Bust
10698,4,K A,21,5,24,1,Dealer Bust
10698,5,4 3 5 7,19,5,24,1,Dealer Bust
10699,1,Q A,21,Q,20,1,Higher Score than Dealer
10699,2,9 3 5,17,Q,20,2,Lost to Dealer
10699,3,9 J,19,Q,20,2,Lost to Dealer
10699,4,9 3 9,21,Q,20,1,Higher Score than Dealer
10699,5,5 7 2 4,18,Q,20,2,Lost to Dealer
10700,1,6 7 8,21,5,18,1,Higher Score than Dealer
10700,2,5 A 5,21,5,18,1,Higher Score than Dealer
10700,3,5 K K,25,5,18,2,Bust
10700,4,A K,21,5,18,1,Higher Score than Dealer
10700,5,7 J,17,5,18,2,Lost to Dealer
10701,1,5 9 7,21,5,20,1,Higher Score than Dealer
10701,2,10 10,20,5,20,3,Tie with Dealer
10701,3,10 Q,20,5,20,3,Tie with Dealer
10701,4,4 6 A,21,5,20,1,Higher Score than Dealer
10701,5,K 4 10,24,5,20,2,Bust
10702,1,7 4 K,21,3,25,1,Dealer Bust
10702,2,7 2 6 3,18,3,25,1,Dealer Bust
10702,3,J 8,18,3,25,1,Dealer Bust
10702,4,3 4 7 10,24,3,25,2,Bust
10702,5,10 6 7,23,3,25,2,Bust
10703,1,10 8,18,A,17,1,Higher Score than Dealer
10703,2,6 A K 3,20,A,17,1,Higher Score than Dealer
10703,3,4 8 9,21,A,17,1,Higher Score than Dealer
10703,4,4 K 6,20,A,17,1,Higher Score than Dealer
10703,5,Q 4 10,24,A,17,2,Bust
10704,1,Q 4 5,19,9,17,1,Higher Score than Dealer
10704,2,J J,20,9,17,1,Higher Score than Dealer
10704,3,7 8 2,17,9,17,3,Tie with Dealer
10704,4,9 4 2 5,20,9,17,1,Higher Score than Dealer
10704,5,A Q,21,9,17,1,Higher Score than Dealer
